cdate mmdd10.,ctime time11.,id $char12.,subid $char9.,pos $char4.,rep 1.,matrix $char2.,tpe $char3.,anal$char6.,cup 3.,ddate mmdd10.,dtime time11.,dilf 2.,method $char5.,parea 8.,pht 8.,conc 10.,unit $char6.,cconc 10.,caleq $char90.,qcrec 8.,qcact 8.,qcflag $char5.,,,,,,,,,,,,,,,,,,,,,,,,,
20240810,12:00:00 AM,1000,18,Sh,1,SW,UKN,TNO2,28,1/31/2025,11:28:49 AM,1,N-1.3,0.00979,0.000836,1,ug N/L,1.0,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-18-Sh-1-SW-UKN
20240810,12:00:00 AM,1000,18,Sh,2,SW,UKN,TNO2,29,1/31/2025,11:30:05 AM,1,N-1.3,0.0214,0.000877,2.2,ug N/L,2.2,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-18-Sh-2-SW-UKN
20240810,12:00:00 AM,1000,18,Dp,1,SW,UKN,TNO2,30,1/31/2025,11:31:22 AM,1,N-1.3,0.0298,0.00148,3.06,ug N/L,3.1,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-18-Dp-1-SW-UKN
20240810,12:00:00 AM,1000,26,Sh,1,DI,BLK,TNO2,31,1/31/2025,11:32:41 AM,1,N-1.3,0.021,0.00115,2.16,ug N/L,2.2,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-26-Sh-1-DI-BLK
20240810,12:00:00 AM,1000,26,Sh,1,SW,UKN,TNO2,32,1/31/2025,11:34:00 AM,1,N-1.3,0.0259,0.00112,2.65,ug N/L,2.7,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-26-Sh-1-SW-UKN
20240810,12:00:00 AM,1000,26,Sh,2,SW,UKN,TNO2,33,1/31/2025,11:35:18 AM,1,N-1.3,0.00477,0.000591,0.489,ug N/L,0.5,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-26-Sh-2-SW-UKN
20240810,12:00:00 AM,1000,26,Dp,1,SW,UKN,TNO2,34,1/31/2025,11:36:36 AM,1,N-1.3,0.0293,0.00172,3,ug N/L,3.0,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-26-Dp-1-SW-UKN
20240810,12:00:00 AM,1000,T,26-Dp,Dp,SW,SPK,TNO2,37,1/31/2025,11:39:12 AM,1,N-1.3,5.48,0.284,562,ug N/L,562.0,Conc = 103 * Area + 0.00,#REF!,625,#REF!,([spikedunkn]-[unkn])/[spike]*100,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240810 00:00:00-1000-T-26-Dp-Dp-SW-SPK
20240801,9:00:00 AM,QAC,STD,A,NO2,DI,CAL,TNO2,189,1/31/2025,11:40:31 AM,1,N-1.3,20.7,1.07,2120,ug N/L,2120.0,Conc = 103 * Area + 0.00,,,TRUE,,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20240801 09:00:00-QAC-STD-A-NO2-DI-CAL
20250128,9:00:00 AM,QAC,STD,D,1,DI,CHK,TNO2,199,1/31/2025,11:41:50 AM,1,N-1.3,2.95,0.155,302,ug N/L,302.0,Conc = 103 * Area + 0.00,100.7,300,TRUE,[chk]/[actual]*100,OM_1-31-2025_10-25-22AM-adj (8500).omn,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250128 09:00:00-QAC-STD-D-1-DI-CHK
20250204,9:00:00 AM,QAC,STD,H,1,DI,CAL,TNH4,181,2/4/2025,5:53:58 PM,1,N-1.1,0.0575,0.00471,0,ug-N/L,0.0,Conc = 0.00 * Area^2 + 0.00 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-H-1-DI-CAL
20250204,9:00:00 AM,QAC,STD,G,1,DI,CAL,TNH4,182,2/4/2025,5:55:11 PM,1,N-1.1,0.278,0.0194,20,ug-N/L,20.0,Conc = 327 * Area^2 - 18.8 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-G-1-DI-CAL
20250204,9:00:00 AM,QAC,STD,F,1,DI,CAL,TNH4,183,2/4/2025,5:56:22 PM,1,N-1.1,1.12,0.0826,60,ug-N/L,60.0,Conc = - 17.1 * Area^2 + 72.9 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-F-1-DI-CAL
20250204,9:00:00 AM,QAC,STD,E,1,DI,CAL,TNH4,184,2/4/2025,5:57:34 PM,1,N-1.1,1.62,0.143,80,ug-N/L,80.0,Conc = - 10.9 * Area^2 + 66.8 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-E-1-DI-CAL
20250204,9:00:00 AM,QAC,STD,D,1,DI,CAL,TNH4,185,2/4/2025,5:58:45 PM,1,N-1.1,6.39,0.492,300,ug-N/L,300.0,Conc = - 0.877 * Area^2 + 52.5 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-D-1-DI-CAL
20250204,9:00:00 AM,QAC,STD,C,1,DI,CAL,TNH4,186,2/4/2025,5:59:56 PM,1,N-1.1,12.5,1,600,ug-N/L,600.0,Conc = 0.0450 * Area^2 + 47.3 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-C-1-DI-CAL
20250204,9:00:00 AM,QAC,STD,B,1,DI,CAL,TNH4,187,2/4/2025,6:01:08 PM,1,N-1.1,24.5,2.32,1200,ug-N/L,1200.0,Conc = 0.0803 * Area^2 + 46.9 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-B-1-DI-CAL
20250204,9:00:00 AM,QAC,STD,A,1,DI,CAL,TNH4,188,2/4/2025,6:02:19 PM,1,N-1.1,40.2,3.81,2000,ug-N/L,2000.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,,,TRUE,,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-A-1-DI-CAL
20250204,9:00:00 AM,QAC,BLK,A,1,DI,LAB,TNH4,198,2/4/2025,6:04:40 PM,1,N-1.1,0.0504,0.00546,2.38,ug-N/L,2.4,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,2.4,,TRUE,nominal concentration,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-BLK-A-1-DI-LAB
20250204,9:00:00 AM,QAC,BLK,A,1,DI,SPK,TNH4,225,2/4/2025,6:05:51 PM,1,N-1.1,12.8,1.23,617,ug-N/L,617.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,98.3,625,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-BLK-A-1-DI-SPK
20250204,9:00:00 AM,QAC,STD,22A,1,DI,PER,TNH4,197,2/4/2025,6:07:02 PM,1,N-1.1,21.6,1.67,1050,ug-N/L,1050.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,100.0,1050,TRUE,[per]/[actual]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-22A-1-DI-PER
20241029,9:05:00 AM,QAC,BLK,A,1,DI,ESF,TNH4,97,2/4/2025,6:11:43 PM,1,N-1.1,14.7,3.52,707,ug-N/L,707.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,707.0,,FALSE,nominal concentration,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20241029 09:05:00-QAC-BLK-A-1-DI-ESF
20250203,12:20:00 PM,QAC,BLK,A,1,DI,FLD,TNH4,77,2/4/2025,6:16:23 PM,1,N-1.1,0.101,0.00726,4.75,ug-N/L,4.8,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,4.8,,TRUE,nominal concentration,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250203 12:20:00-QAC-BLK-A-1-DI-FLD
20250204,5:20:00 AM,QAC,BLK,A,1,DI,ESF,TNH4,78,2/4/2025,6:17:34 PM,1,N-1.1,0.765,0.264,36.2,ug-N/L,36.2,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,36.2,,FALSE,nominal concentration,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 05:20:00-QAC-BLK-A-1-DI-ESF
20250203,12:20:00 PM,QAC,BLK,FIL,1,DI,FLD,NH4,79,2/4/2025,6:18:46 PM,1,N-1.1,0.139,0.0086,6.58,ug-N/L,6.6,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,6.6,,TRUE,nominal concentration,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250203 12:20:00-QAC-BLK-FIL-1-DI-FLD
20250204,5:20:00 AM,QAC,BLK,FIL,1,DI,ESF,NH4,80,2/4/2025,6:19:56 PM,1,N-1.1,0.0862,0.00628,4.07,ug-N/L,4.1,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,4.1,,TRUE,nominal concentration,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 05:20:00-QAC-BLK-FIL-1-DI-ESF
,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20250204,5:05:00 AM,HST ,0,C,1,SW,SPK,TNH4,69,2/4/2025,6:29:24 PM,1,N-1.1,13.6,1.09,654,ug-N/L,654.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,104.6,625,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 05:05:00-HST -0-C-1-SW-SPK
20250204,9:00:00 AM,QAC,STD,D,1,DI,CHK,TNH4,199,2/4/2025,6:30:36 PM,1,N-1.1,6.36,0.505,303,ug-N/L,303.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,101.0,300,TRUE,[chk]/[actual]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-D-1-DI-CHK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20250203,12:02:00 PM,HWR,0,C,2,SW,SPK,TNH4,70,2/4/2025,6:43:26 PM,1,N-1.1,14,1.11,672,ug-N/L,672.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,107.5,625,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250203 12:02:00-HWR-0-C-2-SW-SPK
20250204,9:00:00 AM,QAC,STD,D,1,DI,CHK,TNH4,199,2/4/2025,6:44:37 PM,1,N-1.1,6.34,0.503,302,ug-N/L,302.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,100.7,300,TRUE,[chk]/[actual]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-D-1-DI-CHK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,"Manually changed to ""TRUE"" due to low concentrations",,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20250203,3:51:00 PM,USR,0,C,2,SW,SPK,TNH4,71,2/4/2025,7:01:05 PM,1,N-1.1,13.3,1.23,640,ug-N/L,640.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,102.4,625,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250203 15:51:00-USR-0-C-2-SW-SPK
20250204,9:00:00 AM,QAC,STD,D,1,DI,CHK,TNH4,200,2/4/2025,7:02:16 PM,1,N-1.1,6.4,0.508,305,ug-N/L,305.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,101.7,300,TRUE,[chk]/[actual]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-D-1-DI-CHK
20250203,11:55:00 AM,FIELD BLANK,BLK,A,1,DI,FLD,TNH4,28,2/4/2025,7:03:27 PM,1,N-1.1,0.032,0.00477,1.51,ug-N/L,1.5,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,1.5,,TRUE,nominal concentration,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250203 11:55:00-FIELD BLANK-BLK-A-1-DI-FLD
,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20250201,1:23:00 PM,SYSOUTDUP,0,C,2,SW,SPK,TNH4,72,2/4/2025,7:12:51 PM,1,N-1.1,13,1.03,624,ug-N/L,624.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,99.8,625,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250201 13:23:00-SYSOUTDUP-0-C-2-SW-SPK
20250204,9:00:00 AM,QAC,STD,D,1,DI,CHK,TNH4,200,2/4/2025,7:14:02 PM,1,N-1.1,6.25,0.506,298,ug-N/L,298.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,99.3,300,TRUE,[chk]/[actual]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-D-1-DI-CHK
,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20250204,5:05:00 AM,HST ,0,FIL,1,SW,SPK,NH4,73,2/4/2025,7:26:56 PM,1,N-1.1,14,1.12,672,ug-N/L,672.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,107.5,625,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 05:05:00-HST -0-FIL-1-SW-SPK
20250204,9:00:00 AM,QAC,STD,D,1,DI,CHK,TNH4,201,2/4/2025,7:28:07 PM,1,N-1.1,6.22,0.498,296,ug-N/L,296.0,Conc = 0.0641 * Area^2 + 47.2 * Area + 0.00,98.7,300,TRUE,[chk]/[actual]*100,OM_2-4-2025_05-51-41PM-adj (8500).OMN,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250204 09:00:00-QAC-STD-D-1-DI-CHK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
